country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year ($),generation
Norway,2010,male,15-24 years,59,325364,0.94,429130952709,Millennials
Norway,2010,female,35-54 years,68,674673,0.94,429130952709,Generation X
Norway,2010,female,55-74 years,49,487412,0.94,429130952709,Boomers
Norway,2010,female,25-34 years,24,309282,0.94,429130952709,Millennials
Norway,2010,female,75+ years,1,215798,0.94,429130952709,Generation A
Norway,2010,female,15-24 years,13,309730,0.94,429130952709,Millennials
Norway,2010,male,5-14 years,1,313990,0.94,429130952709,Generation Z
Norway,2010,female,5-14 years,0,299351,0.94,429130952709,Generation Z
Norway,2011,male,75+ years,36,137152,0.941,498831558926,Generation A
Norway,2011,male,35-54 years,161,715422,0.941,498831558926,Generation X
Norway,2011,male,25-34 years,73,326867,0.941,498831558926,Millennials
Norway,2011,male,55-74 years,13,495066,0.941,498831558926,Boomers
Norway,2011,male,15-24 years,58,332779,0.941,498831558926,Generation Z
Norway,2011,female,35-54 years,72,678645,0.941,498831558926,Generation X
Norway,2011,female,55-74 years,39,499653,0.941,498831558926,Boomers
Norway,2011,female,25-34 years,23,313943,0.941,498831558926,Millennials
Norway,2011,female,15-24 years,2,316334,0.941,498831558926,Generation Z
Norway,2011,female,75+ years,6,214592,0.941,498831558926,Generation A
Norway,2011,female,5-14 years,4,299327,0.941,498831558926,Generation Z
Norway,2011,male,5-14 years,3,313520,0.941,498831558926,Generation Z
Norway,2012,male,75+ years,33,138390,0.9420000000000001,510229136227,Generation A
Norway,2012,male,35-54 years,148,721883,0.9420000000000001,510229136227,Generation X
Norway,2012,male,25-34 years,61,336168,0.9420000000000001,510229136227,Millennials
Norway,2012,male,55-74 years,81,508097,0.9420000000000001,510229136227,Boomers
Norway,2012,male,15-24 years,45,338854,0.9420000000000001,510229136227,Generation Z
Norway,2012,female,35-54 years,6,682003,0.9420000000000001,510229136227,Generation X
Norway,2012,female,75+ years,14,213622,0.9420000000000001,510229136227,Generation A
Norway,2012,female,15-24 years,21,321497,0.9420000000000001,510229136227,Generation Z
Norway,2012,female,55-74 years,33,511533,0.9420000000000001,510229136227,Boomers
Norway,2012,female,25-34 years,17,321049,0.9420000000000001,510229136227,Millennials
Norway,2012,female,5-14 years,1,299751,0.9420000000000001,510229136227,Generation Z
Norway,2012,male,5-14 years,1,313738,0.9420000000000001,510229136227,Generation Z
Norway,2013,male,75+ years,31,140291,0.9420000000000001,523502127660,Generation A
Norway,2013,male,35-54 years,154,727274,0.9420000000000001,523502127660,Generation X
Norway,2013,male,55-74 years,92,520439,0.9420000000000001,523502127660,Boomers
Norway,2013,male,25-34 years,56,345406,0.9420000000000001,523502127660,Millennials
Norway,2013,male,15-24 years,44,342484,0.9420000000000001,523502127660,Generation Z
Norway,2013,female,35-54 years,75,685393,0.9420000000000001,523502127660,Generation X
Norway,2013,female,55-74 years,52,522697,0.9420000000000001,523502127660,Boomers
Norway,2013,female,25-34 years,24,329495,0.9420000000000001,523502127660,Millennials
Norway,2013,female,15-24 years,2,324191,0.9420000000000001,523502127660,Generation Z
Norway,2013,female,75+ years,5,213383,0.9420000000000001,523502127660,Generation A
Norway,2013,male,5-14 years,1,315341,0.9420000000000001,523502127660,Generation Z
Norway,2013,female,5-14 years,0,301211,0.9420000000000001,523502127660,Generation Z
Norway,2014,male,75+ years,33,143089,0.9440000000000001,499338534779,Generation A
Norway,2014,male,55-74 years,11,532578,0.9440000000000001,499338534779,Boomers
Norway,2014,male,35-54 years,147,732244,0.9440000000000001,499338534779,Generation X
Norway,2014,male,25-34 years,71,353943,0.9440000000000001,499338534779,Millennials
Norway,2014,male,15-24 years,38,344245,0.9440000000000001,499338534779,Generation Z
Norway,2014,female,55-74 years,51,533630,0.9440000000000001,499338534779,Boomers
Norway,2014,female,35-54 years,51,688993,0.9440000000000001,499338534779,Generation X
Norway,2014,female,25-34 years,2,337592,0.9440000000000001,499338534779,Millennials
Norway,2014,female,15-24 years,17,325164,0.9440000000000001,499338534779,Generation Z
Norway,2014,female,75+ years,7,214335,0.9440000000000001,499338534779,Generation A
Norway,2014,male,5-14 years,2,317878,0.9440000000000001,499338534779,Generation Z
Norway,2014,female,5-14 years,1,303487,0.9440000000000001,499338534779,Generation Z
Norway,2015,male,55-74 years,119,544268,0.0,386663139403,Boomers
Norway,2015,male,75+ years,32,146511,0.0,386663139403,Generation A
Norway,2015,male,35-54 years,14,736827,0.0,386663139403,Generation X
Norway,2015,male,25-34 years,64,361373,0.0,386663139403,Millennials
Norway,2015,male,15-24 years,43,345115,0.0,386663139403,Generation Z
Norway,2015,female,55-74 years,62,544131,0.0,386663139403,Boomers
Norway,2015,female,25-34 years,31,344788,0.0,386663139403,Millennials
Norway,2015,female,35-54 years,61,692881,0.0,386663139403,Generation X
Norway,2015,female,75+ years,17,215829,0.0,386663139403,Generation A
Norway,2015,female,15-24 years,17,325007,0.0,386663139403,Generation Z
Norway,2015,female,5-14 years,2,305804,0.0,386663139403,Generation Z
Norway,2015,male,5-14 years,2,320375,0.0,386663139403,Generation Z
Oman,2009,male,75+ years,2,10803,0.0,48388296489,Generation A
Oman,2009,male,25-34 years,7,429691,0.0,48388296489,Millennials
Oman,2009,male,15-24 years,3,372207,0.0,48388296489,Millennials
Oman,2009,male,35-54 years,1,418960,0.0,48388296489,Generation X
Oman,2009,female,15-24 years,0,272065,0.0,48388296489,Millennials
Oman,2009,female,25-34 years,0,251089,0.0,48388296489,Millennials
Oman,2009,female,35-54 years,0,197737,0.0,48388296489,Generation X
Oman,2009,female,5-14 years,0,240602,0.0,48388296489,Generation Z
Oman,2009,female,55-74 years,0,61620,0.0,48388296489,Boomers
Oman,2009,female,75+ years,0,13886,0.0,48388296489,Generation A
Oman,2009,male,5-14 years,0,248322,0.0,48388296489,Generation Z
Oman,2009,male,55-74 years,0,90567,0.0,48388296489,Boomers
Oman,2010,male,35-54 years,6,460847,0.795,58642392718,Generation X
Oman,2010,male,15-24 years,4,372402,0.795,58642392718,Millennials
Oman,2010,male,55-74 years,1,98397,0.795,58642392718,Boomers
Oman,2010,male,25-34 years,2,490613,0.795,58642392718,Millennials
Oman,2010,female,15-24 years,0,269317,0.795,58642392718,Millennials
Oman,2010,female,25-34 years,0,268046,0.795,58642392718,Millennials
Oman,2010,female,35-54 years,0,209172,0.795,58642392718,Generation X
Oman,2010,female,5-14 years,0,237859,0.795,58642392718,Generation Z
Oman,2010,female,55-74 years,0,65305,0.795,58642392718,Boomers
Oman,2010,female,75+ years,0,14260,0.795,58642392718,Generation A
Oman,2010,male,5-14 years,0,250444,0.795,58642392718,Generation Z
Oman,2010,male,75+ years,0,11778,0.795,58642392718,Generation A
Oman,2014,male,55-74 years,1,129011,0.7929999999999999,81076723017,Boomers
Oman,2014,male,25-34 years,4,910905,0.7929999999999999,81076723017,Millennials
Oman,2014,male,35-54 years,2,700906,0.7929999999999999,81076723017,Generation X
Oman,2014,female,15-24 years,0,264178,0.7929999999999999,81076723017,Generation Z
Oman,2014,female,25-34 years,0,333020,0.7929999999999999,81076723017,Millennials
Oman,2014,female,35-54 years,0,278487,0.7929999999999999,81076723017,Generation X
Oman,2014,female,5-14 years,0,256150,0.7929999999999999,81076723017,Generation Z
Oman,2014,female,55-74 years,0,85501,0.7929999999999999,81076723017,Boomers
Oman,2014,female,75+ years,0,18358,0.7929999999999999,81076723017,Generation A
Oman,2014,male,15-24 years,0,366911,0.7929999999999999,81076723017,Generation Z
Oman,2014,male,5-14 years,0,266738,0.7929999999999999,81076723017,Generation Z
Oman,2014,male,75+ years,0,20933,0.7929999999999999,81076723017,Generation A
Panama,1985,male,75+ years,3,15000,0.648,6541517100,Generation A
Panama,1985,male,25-34 years,15,168000,0.648,6541517100,Boomers
Panama,1985,male,35-54 years,14,190000,0.648,6541517100,Boomers
Panama,1985,male,15-24 years,1,233200,0.648,6541517100,Generation X
Panama,1985,female,55-74 years,3,83000,0.648,6541517100,Silent
Panama,1985,male,55-74 years,2,87000,0.648,6541517100,Silent
Panama,1985,female,25-34 years,3,160000,0.648,6541517100,Boomers
Panama,1985,female,15-24 years,4,228100,0.648,6541517100,Generation X
Panama,1985,female,35-54 years,1,182000,0.648,6541517100,Boomers
Panama,1985,female,5-14 years,1,263200,0.648,6541517100,Generation X
Panama,1985,female,75+ years,0,16000,0.648,6541517100,Generation A
Panama,1985,male,5-14 years,0,274200,0.648,6541517100,Generation X
Panama,1986,male,55-74 years,14,88800,0.0,6797834200,Silent
Panama,1986,male,35-54 years,18,194000,0.0,6797834200,Boomers
Panama,1986,male,25-34 years,15,171600,0.0,6797834200,Boomers
Panama,1986,male,15-24 years,17,238100,0.0,6797834200,Generation X
Panama,1986,male,75+ years,1,15300,0.0,6797834200,Generation A
Panama,1986,female,75+ years,1,16400,0.0,6797834200,Generation A
Panama,1986,female,15-24 years,8,232900,0.0,6797834200,Generation X
Panama,1986,female,35-54 years,3,185800,0.0,6797834200,Boomers
Panama,1986,female,25-34 years,2,163400,0.0,6797834200,Boomers
Panama,1986,male,5-14 years,2,280000,0.0,6797834200,Millennials
Panama,1986,female,5-14 years,1,268800,0.0,6797834200,Millennials
Panama,1986,female,55-74 years,0,84800,0.0,6797834200,Silent
Panama,1987,male,75+ years,3,15600,0.0,6827665300,Generation A
Panama,1987,male,25-34 years,18,175200,0.0,6827665300,Boomers
Panama,1987,male,55-74 years,9,90700,0.0,6827665300,Silent
Panama,1987,male,35-54 years,16,198200,0.0,6827665300,Boomers
Panama,1987,male,15-24 years,16,243100,0.0,6827665300,Generation X
Panama,1987,female,55-74 years,3,86600,0.0,6827665300,Silent
Panama,1987,female,15-24 years,8,237800,0.0,6827665300,Generation X
Panama,1987,female,25-34 years,5,166900,0.0,6827665300,Boomers
Panama,1987,female,35-54 years,4,189800,0.0,6827665300,Boomers
Panama,1987,male,5-14 years,2,285900,0.0,6827665300,Millennials
Panama,1987,female,5-14 years,1,274400,0.0,6827665300,Millennials
Panama,1987,female,75+ years,0,16600,0.0,6827665300,Generation A
Panama,1988,male,25-34 years,2,184509,0.0,5902783400,Boomers
Panama,1988,male,75+ years,2,18469,0.0,5902783400,Generation A
Panama,1988,male,35-54 years,19,208538,0.0,5902783400,Boomers
Panama,1988,male,15-24 years,19,249617,0.0,5902783400,Generation X
Panama,1988,male,55-74 years,5,91079,0.0,5902783400,Silent
Panama,1988,female,75+ years,1,21630,0.0,5902783400,Generation A
Panama,1988,female,55-74 years,4,90288,0.0,5902783400,Silent
Panama,1988,female,15-24 years,9,242006,0.0,5902783400,Generation X
Panama,1988,female,35-54 years,4,206867,0.0,5902783400,Boomers
Panama,1988,female,5-14 years,2,278724,0.0,5902783400,Millennials
Panama,1988,female,25-34 years,1,182061,0.0,5902783400,Boomers
Panama,1988,male,5-14 years,1,290522,0.0,5902783400,Millennials
Panama,1989,male,75+ years,4,19163,0.0,5918469800,Generation A
Panama,1989,male,25-34 years,18,190591,0.0,5918469800,Boomers
Panama,1989,male,35-54 years,15,215756,0.0,5918469800,Boomers
Panama,1989,male,15-24 years,17,254642,0.0,5918469800,Generation X
Panama,1989,male,55-74 years,6,93894,0.0,5918469800,Silent
Panama,1989,female,15-24 years,4,246800,0.0,5918469800,Generation X
Panama,1989,female,35-54 years,3,214541,0.0,5918469800,Boomers
Panama,1989,female,55-74 years,1,93400,0.0,5918469800,Silent
Panama,1989,female,25-34 years,1,188050,0.0,5918469800,Boomers
Panama,1989,male,5-14 years,1,292622,0.0,5918469800,Millennials
Panama,1989,female,5-14 years,0,280439,0.0,5918469800,Millennials
Panama,1989,female,75+ years,0,22581,0.0,5918469800,Generation A
Panama,1996,male,75+ years,4,25684,0.0,9870494000,Generation A
Panama,1996,male,25-34 years,3,232978,0.0,9870494000,Generation X
Panama,1996,male,35-54 years,3,277304,0.0,9870494000,Boomers
Panama,1996,male,55-74 years,11,116725,0.0,9870494000,Silent
Panama,1996,male,15-24 years,23,282819,0.0,9870494000,Millennials
Panama,1996,female,75+ years,1,30136,0.0,9870494000,Generation A
Panama,1996,female,15-24 years,5,273332,0.0,9870494000,Millennials
Panama,1996,female,55-74 years,2,118953,0.0,9870494000,Silent
Panama,1996,female,25-34 years,3,229521,0.0,9870494000,Generation X
Panama,1996,female,35-54 years,3,278702,0.0,9870494000,Boomers
Panama,1996,female,5-14 years,1,296877,0.0,9870494000,Millennials
Panama,1996,male,5-14 years,0,309820,0.0,9870494000,Millennials
Panama,1997,male,25-34 years,45,238869,0.0,10677286100,Generation X
Panama,1997,male,75+ years,5,26850,0.0,10677286100,Generation A
Panama,1997,male,35-54 years,37,287568,0.0,10677286100,Boomers
Panama,1997,male,55-74 years,12,120516,0.0,10677286100,Silent
Panama,1997,male,15-24 years,24,285627,0.0,10677286100,Millennials
Panama,1997,female,75+ years,2,31304,0.0,10677286100,Generation A
Panama,1997,female,15-24 years,8,275779,0.0,10677286100,Millennials
Panama,1997,female,35-54 years,7,289218,0.0,10677286100,Boomers
Panama,1997,female,55-74 years,2,123175,0.0,10677286100,Silent
Panama,1997,female,25-34 years,2,235216,0.0,10677286100,Generation X
Panama,1997,male,5-14 years,1,312443,0.0,10677286100,Millennials
Panama,1997,female,5-14 years,0,299645,0.0,10677286100,Millennials
Panama,1998,male,55-74 years,21,124577,0.0,11575486400,Silent
Panama,1998,male,25-34 years,34,244555,0.0,11575486400,Generation X
Panama,1998,male,15-24 years,36,288189,0.0,11575486400,Millennials
Panama,1998,male,75+ years,3,27984,0.0,11575486400,Generation A
Panama,1998,male,35-54 years,3,298156,0.0,11575486400,Boomers
Panama,1998,female,15-24 years,9,277912,0.0,11575486400,Millennials
Panama,1998,female,75+ years,1,32466,0.0,11575486400,Generation A
Panama,1998,female,55-74 years,3,127666,0.0,11575486400,Silent
Panama,1998,female,35-54 years,7,300007,0.0,11575486400,Boomers
Panama,1998,female,25-34 years,4,240696,0.0,11575486400,Generation X
Panama,1998,female,5-14 years,0,302283,0.0,11575486400,Millennials
Panama,1998,male,5-14 years,0,314942,0.0,11575486400,Millennials
Panama,1999,male,75+ years,5,29088,0.0,12130252200,Generation A
Panama,1999,male,25-34 years,39,250022,0.0,12130252200,Generation X
Panama,1999,male,55-74 years,18,128928,0.0,12130252200,Silent
Panama,1999,male,35-54 years,34,309108,0.0,12130252200,Boomers
Panama,1999,male,15-24 years,27,290738,0.0,12130252200,Millennials
Panama,1999,female,75+ years,1,33654,0.0,12130252200,Generation A
Panama,1999,female,15-24 years,6,280022,0.0,12130252200,Millennials
Panama,1999,female,25-34 years,5,245958,0.0,12130252200,Generation X
Panama,1999,female,55-74 years,2,132455,0.0,12130252200,Silent
Panama,1999,female,35-54 years,3,311124,0.0,12130252200,Boomers
Panama,1999,female,5-14 years,2,304856,0.0,12130252200,Millennials
Panama,1999,male,5-14 years,1,317395,0.0,12130252200,Millennials
Panama,2000,male,75+ years,1,30201,0.7140000000000001,12304115000,Generation A
Panama,2000,male,35-54 years,44,320403,0.7140000000000001,12304115000,Generation X
Panama,2000,male,25-34 years,3,255237,0.7140000000000001,12304115000,Generation X
Panama,2000,male,55-74 years,13,133582,0.7140000000000001,12304115000,Silent
Panama,2000,male,15-24 years,25,293406,0.7140000000000001,12304115000,Millennials
Panama,2000,female,15-24 years,8,282291,0.7140000000000001,12304115000,Millennials
Panama,2000,female,25-34 years,7,250976,0.7140000000000001,12304115000,Generation X
Panama,2000,female,55-74 years,3,137558,0.7140000000000001,12304115000,Silent
Panama,2000,male,5-14 years,2,319906,0.7140000000000001,12304115000,Millennials
Panama,2000,female,35-54 years,1,322587,0.7140000000000001,12304115000,Generation X
Panama,2000,female,5-14 years,0,307472,0.7140000000000001,12304115000,Millennials
Panama,2000,female,75+ years,0,34891,0.7140000000000001,12304115000,Generation A
Panama,2001,male,75+ years,7,31630,0.0,12502013400,Generation A
Panama,2001,male,25-34 years,4,260141,0.0,12502013400,Generation X
Panama,2001,male,55-74 years,2,137839,0.0,12502013400,Boomers
Panama,2001,male,15-24 years,34,295927,0.0,12502013400,Millennials
Panama,2001,male,35-54 years,36,331590,0.0,12502013400,Generation X
Panama,2001,female,15-24 years,9,284647,0.0,12502013400,Millennials
Panama,2001,female,55-74 years,4,142343,0.0,12502013400,Boomers
Panama,2001,female,75+ years,1,36391,0.0,12502013400,Generation A
Panama,2001,female,25-34 years,4,255633,0.0,12502013400,Generation X
Panama,2001,female,35-54 years,5,333840,0.0,12502013400,Generation X
Panama,2001,male,5-14 years,2,322658,0.0,12502013400,Generation Z
Panama,2001,female,5-14 years,0,310343,0.0,12502013400,Generation Z
Panama,2002,male,55-74 years,26,142461,0.0,12994310400,Boomers
Panama,2002,male,35-54 years,45,343226,0.0,12994310400,Generation X
Panama,2002,male,25-34 years,27,264880,0.0,12994310400,Generation X
Panama,2002,male,75+ years,3,33044,0.0,12994310400,Generation A
Panama,2002,male,15-24 years,27,298701,0.0,12994310400,Millennials
Panama,2002,female,75+ years,3,37924,0.0,12994310400,Generation A
Panama,2002,female,55-74 years,5,147510,0.0,12994310400,Boomers
Panama,2002,female,35-54 years,8,345505,0.0,12994310400,Generation X
Panama,2002,female,25-34 years,6,260156,0.0,12994310400,Generation X
